description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds,date,country,city
clear sky,291.7,290.5,289.73,294.25,1036,34,10000.0,1.79,343,0,2023-07-18 11:36:58 UTC,ZA,Centurion
clear sky,291.27,290.1,288.92,293.44,1042,37,10000.0,1.79,343,0,2023-07-18 11:36:59 UTC,ZA,Midrand
clear sky,292.13,291.05,289.35,293.87,1033,37,10000.0,1.54,0,0,2023-07-18 11:36:42 UTC,ZA,Sandton
clear sky,291.82,290.66,290.32,294.84,1030,35,10000.0,1.54,280,0,2023-07-18 11:42:22 UTC,ZA,Pretoria
clear sky,291.25,290.06,289.05,292.09,1028,36,10000.0,1.03,320,0,2023-07-18 11:44:33 UTC,ZA,Johannesburg
clear sky,291.53,290.34,289.73,294.25,1036,35,10000.0,1.34,325,0,2023-07-18 11:44:17 UTC,ZA,Centurion
clear sky,291.3,290.14,288.92,293.44,1042,37,10000.0,0.89,315,0,2023-07-18 11:47:02 UTC,ZA,Midrand
clear sky,292.34,291.25,289.35,293.87,1033,36,10000.0,1.54,0,0,2023-07-18 11:47:02 UTC,ZA,Sandton
clear sky,292.05,290.91,290.32,294.84,1030,35,10000.0,1.54,280,0,2023-07-18 11:57:03 UTC,ZA,Pretoria
clear sky,291.44,290.24,289.05,292.09,1027,35,10000.0,1.34,89,0,2023-07-18 11:54:41 UTC,ZA,Johannesburg
clear sky,291.87,290.69,289.73,294.25,1036,34,10000.0,1.34,325,0,2023-07-18 11:57:04 UTC,ZA,Centurion
clear sky,291.45,290.3,288.92,293.44,1042,37,10000.0,0.45,298,0,2023-07-18 11:57:04 UTC,ZA,Midrand
clear sky,292.38,291.3,289.35,293.87,1033,36,10000.0,1.54,0,0,2023-07-18 11:56:56 UTC,ZA,Sandton
clear sky,293.26,292.24,292.92,294.84,1025,35,10000.0,2.47,312,0,2023-07-18 12:07:05 UTC,ZA,Pretoria
clear sky,291.73,290.56,290.18,292.12,1027,35,10000.0,1.34,240,0,2023-07-18 12:07:06 UTC,ZA,Johannesburg
clear sky,292.68,291.58,292.34,294.28,1036,34,10000.0,2.24,313,0,2023-07-18 12:04:17 UTC,ZA,Centurion
clear sky,291.87,290.74,291.53,293.47,1042,36,10000.0,2.68,324,0,2023-07-18 12:07:07 UTC,ZA,Midrand
clear sky,293.03,292.01,291.96,293.89,1033,36,10000.0,2.24,332,0,2023-07-18 12:03:16 UTC,ZA,Sandton
clear sky,293.35,292.24,292.55,294.84,1029,31,10000.0,3.09,280,0,2023-07-18 12:20:56 UTC,ZA,Pretoria
clear sky,291.99,290.82,290.18,292.54,1027,34,10000.0,1.79,186,0,2023-07-18 12:23:55 UTC,ZA,Johannesburg
clear sky,292.97,291.87,291.97,294.7,1035,33,10000.0,2.24,349,0,2023-07-18 12:23:56 UTC,ZA,Centurion
clear sky,292.4,291.29,291.16,293.89,1041,35,10000.0,2.24,349,0,2023-07-18 12:21:23 UTC,ZA,Midrand
clear sky,293.27,292.23,291.59,294.32,1032,34,10000.0,2.57,340,0,2023-07-18 12:23:57 UTC,ZA,Sandton
clear sky,293.31,292.19,292.55,294.84,1029,31,10000.0,3.09,280,0,2023-07-18 12:30:18 UTC,ZA,Pretoria
clear sky,291.99,290.82,290.57,292.54,1027,34,10000.0,1.79,186,0,2023-07-18 12:29:04 UTC,ZA,Johannesburg
clear sky,293.07,291.98,291.97,294.84,1035,33,10000.0,4.02,356,0,2023-07-18 12:33:59 UTC,ZA,Centurion
clear sky,292.56,291.47,291.16,294.03,1041,35,10000.0,4.02,356,0,2023-07-18 12:33:59 UTC,ZA,Midrand
clear sky,293.37,292.34,291.59,294.45,1032,34,10000.0,2.57,340,0,2023-07-18 12:34:00 UTC,ZA,Sandton
clear sky,293.33,292.21,292.55,295.23,1029,31,10000.0,3.09,280,0,2023-07-18 12:42:04 UTC,ZA,Pretoria
clear sky,292.17,290.99,290.18,292.68,1026,33,10000.0,1.34,158,0,2023-07-18 12:40:19 UTC,ZA,Johannesburg
clear sky,293.46,292.38,292.73,294.84,1034,32,10000.0,2.24,355,0,2023-07-18 12:44:01 UTC,ZA,Centurion
clear sky,292.67,291.57,291.92,294.03,1041,34,10000.0,2.24,355,0,2023-07-18 12:44:02 UTC,ZA,Midrand
clear sky,293.58,292.54,292.35,294.45,1032,33,10000.0,2.57,340,0,2023-07-18 12:44:02 UTC,ZA,Sandton
clear sky,293.64,292.53,292.55,295.79,1029,30,10000.0,3.09,280,0,2023-07-18 12:53:41 UTC,ZA,Pretoria
clear sky,292.25,291.08,290.18,293.05,1026,33,10000.0,1.79,284,0,2023-07-18 12:53:18 UTC,ZA,Johannesburg
clear sky,293.31,292.22,291.97,295.21,1034,32,10000.0,2.24,347,0,2023-07-18 12:52:59 UTC,ZA,Centurion
clear sky,292.72,291.62,291.16,294.4,1041,34,10000.0,2.24,347,0,2023-07-18 12:52:23 UTC,ZA,Midrand
clear sky,293.59,292.55,291.59,294.83,1032,33,10000.0,3.13,354,0,2023-07-18 12:54:27 UTC,ZA,Sandton
clear sky,294.09,293.08,292.92,295.84,1024,32,10000.0,3.02,307,0,2023-07-18 13:01:04 UTC,ZA,Pretoria
clear sky,292.16,290.98,290.18,292.68,1026,33,10000.0,1.79,284,0,2023-07-18 12:58:04 UTC,ZA,Johannesburg
clear sky,293.62,292.56,292.89,295.4,1034,32,10000.0,1.79,47,0,2023-07-18 13:04:17 UTC,ZA,Centurion
clear sky,292.4,291.24,291.53,294.03,1040,33,10000.0,1.79,342,0,2023-07-18 13:00:14 UTC,ZA,Midrand
clear sky,293.87,292.86,292.56,294.87,1032,33,10000.0,1.79,341,0,2023-07-18 13:01:01 UTC,ZA,Sandton
clear sky,294.67,293.63,294.08,295.84,1028,29,10000.0,2.06,300,0,2023-07-18 13:12:25 UTC,ZA,Pretoria
clear sky,292.46,291.33,291.34,293.09,1026,34,10000.0,1.03,320,0,2023-07-18 13:14:14 UTC,ZA,Johannesburg
clear sky,294.23,293.2,293.5,295.25,1034,31,10000.0,1.34,359,0,2023-07-18 13:14:18 UTC,ZA,Centurion
clear sky,293.49,292.44,292.69,294.44,1040,33,10000.0,1.34,359,0,2023-07-18 13:14:31 UTC,ZA,Midrand
clear sky,294.01,293.01,293.12,295.01,1031,33,10000.0,1.03,320,0,2023-07-18 13:09:36 UTC,ZA,Sandton
clear sky,294.56,293.51,294.03,295.84,1028,29,10000.0,2.06,300,0,2023-07-18 13:24:32 UTC,ZA,Pretoria
clear sky,292.53,291.41,291.34,293.09,1025,34,10000.0,1.03,320,0,2023-07-18 13:21:25 UTC,ZA,Johannesburg
clear sky,293.89,292.83,293.45,295.25,1034,31,10000.0,2.24,334,0,2023-07-18 13:23:02 UTC,ZA,Centurion
clear sky,293.15,292.07,292.64,294.44,1040,33,10000.0,2.24,334,0,2023-07-18 13:24:34 UTC,ZA,Midrand
clear sky,293.93,292.93,293.07,294.87,1031,33,10000.0,4.12,330,0,2023-07-18 13:22:53 UTC,ZA,Sandton
clear sky,294.6,293.53,294.03,295.84,1028,28,10000.0,2.06,300,0,2023-07-18 13:31:22 UTC,ZA,Pretoria
clear sky,292.84,291.73,291.29,293.1,1025,33,10000.0,1.03,320,0,2023-07-18 13:31:18 UTC,ZA,Johannesburg
clear sky,293.94,292.88,293.45,295.26,1034,31,10000.0,0.89,305,0,2023-07-18 13:34:35 UTC,ZA,Centurion
clear sky,293.3,292.21,292.64,294.45,1040,32,10000.0,0.89,305,0,2023-07-18 13:34:36 UTC,ZA,Midrand
clear sky,294.13,293.12,293.07,294.88,1031,32,10000.0,4.12,330,0,2023-07-18 13:34:36 UTC,ZA,Sandton
clear sky,294.58,293.51,294.03,295.84,1028,28,10000.0,2.06,300,0,2023-07-18 13:41:09 UTC,ZA,Pretoria
clear sky,292.8,291.68,291.57,293.1,1025,33,10000.0,1.03,320,0,2023-07-18 13:42:40 UTC,ZA,Johannesburg
clear sky,293.89,292.8,293.44,295.26,1033,30,10000.0,1.34,293,0,2023-07-18 13:44:38 UTC,ZA,Centurion
clear sky,293.31,292.22,292.62,294.45,1040,32,10000.0,1.34,293,0,2023-07-18 13:44:38 UTC,ZA,Midrand
clear sky,294.13,293.12,293.07,294.88,1031,32,10000.0,4.12,330,0,2023-07-18 13:40:06 UTC,ZA,Sandton
clear sky,294.74,293.69,294.02,295.92,1028,28,10000.0,2.06,300,0,2023-07-18 13:54:39 UTC,ZA,Pretoria
clear sky,293.0,291.9,291.27,293.18,1025,33,10000.0,1.03,320,0,2023-07-18 13:54:40 UTC,ZA,Johannesburg
clear sky,294.22,293.17,293.44,295.34,1033,30,10000.0,1.79,340,0,2023-07-18 13:54:40 UTC,ZA,Centurion
clear sky,293.65,292.59,292.62,294.53,1040,32,10000.0,0.89,345,0,2023-07-18 13:50:15 UTC,ZA,Midrand
clear sky,294.46,293.46,293.05,294.95,1031,31,10000.0,4.12,330,0,2023-07-18 13:54:41 UTC,ZA,Sandton
clear sky,294.16,292.97,293.82,295.92,1025,25,10000.0,3.09,330,0,2023-07-18 16:26:51 UTC,ZA,Pretoria
clear sky,292.31,291.04,291.27,293.18,1025,29,10000.0,3.6,310,0,2023-07-18 16:23:45 UTC,ZA,Johannesburg
clear sky,293.52,292.34,293.24,294.74,1032,28,10000.0,1.79,311,0,2023-07-18 16:27:05 UTC,ZA,Centurion
clear sky,292.92,291.76,292.06,294.53,1038,31,10000.0,1.79,311,0,2023-07-18 16:29:51 UTC,ZA,Midrand
clear sky,293.83,292.76,292.49,294.95,1029,31,10000.0,4.12,310,0,2023-07-18 16:29:03 UTC,ZA,Sandton
clear sky,294.03,292.83,293.46,295.37,1025,25,10000.0,3.09,330,0,2023-07-18 16:39:31 UTC,ZA,Pretoria
clear sky,292.2,290.94,290.71,292.63,1025,30,10000.0,3.6,310,0,2023-07-18 16:36:34 UTC,ZA,Johannesburg
clear sky,293.38,292.22,292.88,294.79,1032,29,10000.0,0.89,288,0,2023-07-18 16:38:02 UTC,ZA,Centurion
clear sky,292.85,291.71,292.06,293.98,1038,32,10000.0,0.89,314,0,2023-07-18 16:37:19 UTC,ZA,Midrand
clear sky,293.72,292.64,292.49,294.4,1029,31,10000.0,4.12,310,0,2023-07-18 16:36:16 UTC,ZA,Sandton
clear sky,292.86,291.62,292.71,294.81,1022,28,10000.0,3.09,299,0,2023-07-18 17:02:54 UTC,ZA,Pretoria
clear sky,291.78,290.59,290.16,292.12,1021,34,10000.0,1.34,313,0,2023-07-18 17:03:22 UTC,ZA,Johannesburg
clear sky,292.37,291.1,292.13,294.28,1032,29,10000.0,1.79,330,0,2023-07-18 17:03:23 UTC,ZA,Centurion
clear sky,291.77,290.55,291.32,293.47,1038,33,10000.0,1.79,330,0,2023-07-18 17:03:15 UTC,ZA,Midrand
clear sky,293.04,291.97,291.75,293.89,1030,34,10000.0,1.34,12,0,2023-07-18 17:03:39 UTC,ZA,Sandton
clear sky,292.84,291.6,292.71,293.65,1022,28,10000.0,3.09,299,0,2023-07-18 17:09:27 UTC,ZA,Pretoria
clear sky,291.7,290.5,290.16,292.12,1021,34,10000.0,1.34,313,0,2023-07-18 17:10:06 UTC,ZA,Johannesburg
clear sky,292.36,291.12,292.13,294.28,1032,30,10000.0,1.34,340,0,2023-07-18 17:09:17 UTC,ZA,Centurion
clear sky,291.66,290.43,290.91,293.42,1038,33,10000.0,0.89,335,0,2023-07-18 17:13:41 UTC,ZA,Midrand
clear sky,292.47,291.29,291.34,293.84,1029,32,10000.0,4.12,320,0,2023-07-18 17:13:41 UTC,ZA,Sandton
clear sky,292.61,291.32,291.81,293.55,1025,27,10000.0,2.57,290,0,2023-07-18 17:22:31 UTC,ZA,Pretoria
clear sky,290.56,289.17,289.07,291.51,1025,31,10000.0,4.63,340,0,2023-07-18 17:22:39 UTC,ZA,Johannesburg
clear sky,291.8,290.53,291.23,293.67,1032,31,10000.0,0.89,324,0,2023-07-18 17:23:43 UTC,ZA,Centurion
clear sky,291.15,289.92,290.42,292.86,1038,35,10000.0,0.89,324,0,2023-07-18 17:23:43 UTC,ZA,Midrand
clear sky,292.25,291.05,291.19,293.28,1029,32,10000.0,4.12,320,0,2023-07-18 17:18:55 UTC,ZA,Sandton
clear sky,292.14,290.83,291.24,294.25,1025,28,10000.0,2.57,290,0,2023-07-18 17:28:53 UTC,ZA,Pretoria
clear sky,290.53,289.13,289.07,291.51,1025,31,10000.0,4.63,340,0,2023-07-18 17:25:48 UTC,ZA,Johannesburg
clear sky,291.13,289.82,290.66,293.04,1032,32,10000.0,0.89,316,0,2023-07-18 17:33:45 UTC,ZA,Centurion
clear sky,290.61,289.35,289.84,292.78,1038,36,10000.0,0.89,333,0,2023-07-18 17:30:15 UTC,ZA,Midrand
clear sky,291.44,290.21,290.27,292.66,1029,34,10000.0,4.12,320,0,2023-07-18 17:33:46 UTC,ZA,Sandton
clear sky,291.88,290.54,290.7,293.55,1025,28,10000.0,2.57,290,0,2023-07-18 17:41:37 UTC,ZA,Pretoria
clear sky,289.93,288.53,287.96,290.88,1025,33,10000.0,4.63,340,0,2023-07-18 17:41:51 UTC,ZA,Johannesburg
clear sky,290.89,289.56,290.12,293.04,1032,32,10000.0,1.34,334,0,2023-07-18 17:41:00 UTC,ZA,Centurion
clear sky,290.28,288.99,289.31,292.23,1038,36,10000.0,0.89,333,0,2023-07-18 17:43:48 UTC,ZA,Midrand
clear sky,291.33,290.09,289.74,292.66,1029,34,10000.0,4.12,320,0,2023-07-18 17:43:49 UTC,ZA,Sandton
clear sky,291.37,290.03,290.13,293.55,1025,30,10000.0,2.57,290,0,2023-07-18 17:53:14 UTC,ZA,Pretoria
clear sky,289.49,288.07,287.38,290.57,1025,34,10000.0,4.63,340,0,2023-07-18 17:48:57 UTC,ZA,Johannesburg
clear sky,290.22,288.9,289.55,292.97,1032,35,10000.0,0.89,337,0,2023-07-18 17:53:43 UTC,ZA,Centurion
clear sky,289.58,288.3,288.73,292.16,1038,39,10000.0,0.89,337,0,2023-07-18 17:53:51 UTC,ZA,Midrand
clear sky,290.69,289.41,289.16,292.59,1029,35,10000.0,4.12,320,0,2023-07-18 17:53:51 UTC,ZA,Sandton
clear sky,291.37,290.03,290.13,293.55,1025,30,10000.0,2.57,290,0,2023-07-18 17:58:54 UTC,ZA,Pretoria
clear sky,288.02,286.58,286.09,289.21,1024,39,10000.0,0.89,295,0,2023-07-18 18:03:07 UTC,ZA,Johannesburg
clear sky,289.31,287.92,288.44,291.93,1032,36,10000.0,0.89,330,0,2023-07-18 18:00:01 UTC,ZA,Centurion
clear sky,288.62,287.29,287.44,290.56,1038,41,10000.0,0.89,330,0,2023-07-18 18:01:57 UTC,ZA,Midrand
clear sky,289.5,288.24,287.87,290.99,1029,40,10000.0,0.89,324,0,2023-07-18 18:03:53 UTC,ZA,Sandton
clear sky,289.63,288.27,288.84,290.92,1022,36,10000.0,2.51,300,0,2023-07-18 18:13:54 UTC,ZA,Pretoria
clear sky,287.76,286.32,286.09,289.21,1024,40,10000.0,0.45,332,0,2023-07-18 18:12:30 UTC,ZA,Johannesburg
clear sky,288.95,287.55,288.25,291.37,1032,37,10000.0,0.89,332,0,2023-07-18 18:09:02 UTC,ZA,Centurion
clear sky,288.3,286.94,287.44,290.56,1038,41,10000.0,0.89,330,0,2023-07-18 18:13:55 UTC,ZA,Midrand
clear sky,289.26,287.94,287.87,290.99,1029,39,10000.0,1.54,340,0,2023-07-18 18:13:55 UTC,ZA,Sandton
clear sky,289.26,287.92,287.91,290.32,1022,38,10000.0,2.51,300,0,2023-07-18 18:22:54 UTC,ZA,Pretoria
clear sky,286.79,285.23,285.16,287.58,1027,39,10000.0,0.45,334,0,2023-07-18 18:23:56 UTC,ZA,Johannesburg
clear sky,288.53,287.14,287.33,291.37,1032,39,10000.0,0.45,323,0,2023-07-18 18:23:57 UTC,ZA,Centurion
clear sky,287.84,286.49,286.51,290.56,1038,43,10000.0,0.89,342,0,2023-07-18 18:20:47 UTC,ZA,Midrand
clear sky,288.99,287.67,286.94,290.99,1029,40,10000.0,1.54,340,0,2023-07-18 18:19:45 UTC,ZA,Sandton
clear sky,288.73,287.34,287.35,290.32,1023,38,10000.0,1.73,302,0,2023-07-18 18:31:58 UTC,ZA,Pretoria
clear sky,286.6,285.1,285.82,287.57,1024,42,10000.0,0.0,0,0,2023-07-18 18:33:59 UTC,ZA,Johannesburg
clear sky,287.98,286.54,286.77,289.73,1032,39,10000.0,0.89,327,0,2023-07-18 18:34:00 UTC,ZA,Centurion
clear sky,287.26,285.88,285.95,288.92,1038,44,10000.0,0.89,327,0,2023-07-18 18:34:00 UTC,ZA,Midrand
clear sky,288.46,287.12,286.38,289.36,1029,41,10000.0,1.54,340,0,2023-07-18 18:30:09 UTC,ZA,Sandton
clear sky,288.37,286.99,286.8,290.32,1023,40,10000.0,1.73,302,0,2023-07-18 18:44:01 UTC,ZA,Pretoria
clear sky,286.49,284.98,285.82,287.57,1024,42,10000.0,0.0,0,0,2023-07-18 18:42:02 UTC,ZA,Johannesburg
clear sky,287.67,286.22,286.22,289.73,1032,40,10000.0,0.89,333,0,2023-07-18 18:44:02 UTC,ZA,Centurion
clear sky,287.09,285.69,285.4,288.92,1038,44,10000.0,0.89,333,0,2023-07-18 18:44:03 UTC,ZA,Midrand
clear sky,288.2,286.83,286.38,289.35,1029,41,10000.0,1.54,340,0,2023-07-18 18:41:45 UTC,ZA,Sandton
clear sky,288.36,287.01,286.8,290.32,1023,41,10000.0,1.73,302,0,2023-07-18 18:52:52 UTC,ZA,Pretoria
clear sky,286.2,284.68,285.27,287.57,1024,43,10000.0,0.45,356,0,2023-07-18 18:52:31 UTC,ZA,Johannesburg
clear sky,287.65,286.23,286.22,289.73,1032,41,10000.0,0.89,335,0,2023-07-18 18:54:02 UTC,ZA,Centurion
clear sky,287.02,285.64,285.4,288.92,1038,45,10000.0,0.89,335,0,2023-07-18 18:54:05 UTC,ZA,Midrand
clear sky,287.89,286.52,285.83,289.35,1030,42,10000.0,1.54,340,0,2023-07-18 18:54:05 UTC,ZA,Sandton
clear sky,287.83,286.48,285.84,289.76,1023,43,10000.0,1.73,302,0,2023-07-18 19:00:27 UTC,ZA,Pretoria
clear sky,286.15,284.65,284.05,287.57,1024,44,10000.0,0.45,356,0,2023-07-18 18:55:25 UTC,ZA,Johannesburg
clear sky,287.19,285.75,285.25,289.06,1032,42,10000.0,0.89,338,0,2023-07-18 19:00:48 UTC,ZA,Centurion
clear sky,286.67,285.28,284.44,288.25,1038,46,10000.0,0.89,338,0,2023-07-18 19:00:58 UTC,ZA,Midrand
clear sky,287.06,285.73,284.87,288.68,1030,47,10000.0,0.51,140,0,2023-07-18 19:02:41 UTC,ZA,Sandton
clear sky,288.45,286.87,285.84,289.32,1023,32,10000.0,1.73,302,0,2023-07-18 19:14:08 UTC,ZA,Pretoria
clear sky,285.1,283.58,283.09,286.47,1024,47,10000.0,0.51,140,0,2023-07-18 19:10:02 UTC,ZA,Johannesburg
clear sky,286.98,285.54,285.25,288.63,1032,43,10000.0,0.45,316,0,2023-07-18 19:09:18 UTC,ZA,Centurion
clear sky,287.03,285.6,284.44,287.92,1038,43,10000.0,0.45,316,0,2023-07-18 19:14:11 UTC,ZA,Midrand
clear sky,286.85,285.48,284.87,288.35,1029,46,10000.0,1.54,350,0,2023-07-18 19:12:20 UTC,ZA,Sandton
clear sky,288.16,286.58,285.84,289.32,1023,33,10000.0,1.73,302,0,2023-07-18 19:19:19 UTC,ZA,Pretoria
clear sky,284.81,283.28,283.09,286.57,1024,48,10000.0,0.51,140,0,2023-07-18 19:20:18 UTC,ZA,Johannesburg
clear sky,287.68,286.13,285.25,288.73,1038,36,10000.0,2.06,310,0,2023-07-18 19:24:13 UTC,ZA,Centurion
clear sky,286.96,285.52,284.44,287.92,1038,43,10000.0,2.27,316,0,2023-07-18 19:21:03 UTC,ZA,Midrand
clear sky,286.76,285.38,284.87,288.35,1029,46,10000.0,1.54,350,0,2023-07-18 19:21:01 UTC,ZA,Sandton
clear sky,287.82,286.26,285.84,289.32,1023,35,10000.0,1.44,293,0,2023-07-18 19:30:24 UTC,ZA,Pretoria
clear sky,284.73,283.2,283.09,286.57,1024,48,10000.0,0.51,140,0,2023-07-18 19:30:17 UTC,ZA,Johannesburg
clear sky,287.16,285.61,285.25,288.73,1038,38,10000.0,1.65,300,0,2023-07-18 19:31:00 UTC,ZA,Centurion
clear sky,286.36,284.91,284.44,287.92,1038,45,10000.0,0.93,306,0,2023-07-18 19:34:16 UTC,ZA,Midrand
clear sky,286.52,285.14,284.87,288.35,1029,47,10000.0,1.54,350,0,2023-07-18 19:33:20 UTC,ZA,Sandton
clear sky,287.76,286.19,285.23,289.32,1023,35,10000.0,1.51,290,0,2023-07-18 19:43:44 UTC,ZA,Pretoria
clear sky,284.43,282.89,282.49,286.57,1024,49,10000.0,1.34,284,0,2023-07-18 19:44:07 UTC,ZA,Johannesburg
clear sky,287.07,285.51,284.65,288.73,1038,38,10000.0,0.93,306,0,2023-07-18 19:44:26 UTC,ZA,Centurion
clear sky,286.15,284.68,283.84,287.92,1038,45,10000.0,1.79,301,0,2023-07-18 19:44:26 UTC,ZA,Midrand
clear sky,286.24,284.83,284.27,288.35,1030,47,10000.0,1.54,350,0,2023-07-18 19:44:27 UTC,ZA,Sandton
clear sky,287.64,286.06,285.23,289.32,1023,35,10000.0,1.51,290,0,2023-07-18 19:49:31 UTC,ZA,Pretoria
clear sky,284.33,282.81,282.49,286.57,1024,50,10000.0,1.34,284,0,2023-07-18 19:50:31 UTC,ZA,Johannesburg
clear sky,286.87,285.32,284.65,288.73,1038,39,10000.0,1.7,296,0,2023-07-18 19:54:28 UTC,ZA,Centurion
clear sky,286.07,284.62,283.84,287.92,1038,46,10000.0,1.79,301,0,2023-07-18 19:54:29 UTC,ZA,Midrand
clear sky,286.11,284.71,284.27,288.35,1030,48,10000.0,1.54,350,0,2023-07-18 19:51:30 UTC,ZA,Sandton
clear sky,287.49,285.89,284.84,288.1,1023,35,10000.0,1.51,290,0,2023-07-18 20:04:31 UTC,ZA,Pretoria
clear sky,285.28,283.75,284.77,286.01,1021,46,10000.0,0.89,216,0,2023-07-18 20:01:50 UTC,ZA,Johannesburg
clear sky,287.08,285.52,286.57,287.62,1039,38,10000.0,0.45,312,0,2023-07-18 20:04:24 UTC,ZA,Centurion
clear sky,286.54,285.03,285.76,286.81,1039,42,10000.0,0.45,312,0,2023-07-18 20:04:37 UTC,ZA,Midrand
clear sky,287.02,285.64,286.19,287.78,1037,45,10000.0,1.84,307,0,2023-07-18 20:01:40 UTC,ZA,Sandton
clear sky,287.49,285.89,284.84,288.1,1023,35,10000.0,1.51,290,0,2023-07-18 20:04:31 UTC,ZA,Pretoria
clear sky,285.28,283.75,284.77,286.01,1021,46,10000.0,0.89,216,0,2023-07-18 20:01:50 UTC,ZA,Johannesburg
clear sky,287.08,285.52,286.57,287.62,1039,38,10000.0,0.45,312,0,2023-07-18 20:04:24 UTC,ZA,Centurion
clear sky,286.54,285.03,285.76,286.81,1039,42,10000.0,0.45,312,0,2023-07-18 20:04:37 UTC,ZA,Midrand
clear sky,287.02,285.64,286.19,287.78,1037,45,10000.0,1.84,307,0,2023-07-18 20:01:40 UTC,ZA,Sandton
clear sky,287.49,285.89,284.84,288.1,1023,35,10000.0,1.51,290,0,2023-07-18 20:04:31 UTC,ZA,Pretoria
clear sky,285.28,283.75,284.77,286.01,1021,46,10000.0,0.89,216,0,2023-07-18 20:01:50 UTC,ZA,Johannesburg
clear sky,287.08,285.52,286.57,287.62,1039,38,10000.0,0.45,312,0,2023-07-18 20:04:24 UTC,ZA,Centurion
clear sky,286.54,285.03,285.76,286.81,1039,42,10000.0,0.45,312,0,2023-07-18 20:04:37 UTC,ZA,Midrand
clear sky,287.02,285.64,286.19,287.78,1037,45,10000.0,1.84,307,0,2023-07-18 20:01:40 UTC,ZA,Sandton
clear sky,283.64,282.0,281.55,286.43,1026,48,10000.0,0.0,0,0,2023-07-18 21:55:59 UTC,ZA,Pretoria
clear sky,282.67,282.67,280.09,284.35,1025,51,10000.0,0.89,235,0,2023-07-18 21:50:05 UTC,ZA,Johannesburg
clear sky,284.23,282.39,280.97,286.51,1024,38,10000.0,1.5,266,0,2023-07-18 21:52:30 UTC,ZA,Centurion
clear sky,284.16,282.62,280.16,285.7,1024,50,10000.0,1.52,284,0,2023-07-18 21:56:02 UTC,ZA,Midrand
clear sky,284.57,283.05,280.59,286.12,1032,49,10000.0,0.51,180,0,2023-07-18 21:53:52 UTC,ZA,Sandton
clear sky,285.12,283.36,281.84,286.3,1024,38,10000.0,1.55,246,0,2023-07-18 22:02:02 UTC,ZA,Pretoria
clear sky,282.64,282.64,280.09,284.35,1025,51,10000.0,0.89,254,0,2023-07-18 21:56:02 UTC,ZA,Johannesburg
clear sky,284.87,283.09,284.35,286.51,1024,38,10000.0,1.5,266,0,2023-07-18 22:06:07 UTC,ZA,Centurion
clear sky,285.41,283.97,283.54,285.7,1024,49,10000.0,1.52,284,0,2023-07-18 22:06:08 UTC,ZA,Midrand
clear sky,285.6,284.18,283.97,286.12,1037,49,10000.0,1.34,143,0,2023-07-18 22:06:09 UTC,ZA,Sandton
clear sky,285.12,283.36,281.84,286.3,1024,38,10000.0,1.55,246,0,2023-07-18 22:02:02 UTC,ZA,Pretoria
clear sky,282.35,282.35,279.09,284.35,1025,51,10000.0,0.89,233,0,2023-07-18 22:09:39 UTC,ZA,Johannesburg
clear sky,284.87,283.09,284.35,286.51,1024,38,10000.0,1.5,266,0,2023-07-18 22:06:07 UTC,ZA,Centurion
clear sky,285.41,283.97,283.54,285.7,1024,49,10000.0,1.52,284,0,2023-07-18 22:06:08 UTC,ZA,Midrand
clear sky,285.6,284.18,283.97,286.12,1037,49,10000.0,1.34,143,0,2023-07-18 22:06:09 UTC,ZA,Sandton
clear sky,285.12,283.36,281.84,286.3,1024,38,10000.0,1.55,246,0,2023-07-18 22:02:02 UTC,ZA,Pretoria
clear sky,282.35,282.35,279.09,284.35,1025,51,10000.0,0.89,233,0,2023-07-18 22:09:39 UTC,ZA,Johannesburg
clear sky,284.87,283.09,284.35,286.51,1024,38,10000.0,1.5,266,0,2023-07-18 22:06:07 UTC,ZA,Centurion
clear sky,285.41,283.97,283.54,285.7,1024,49,10000.0,1.52,284,0,2023-07-18 22:06:08 UTC,ZA,Midrand
clear sky,285.6,284.18,283.97,286.12,1037,49,10000.0,1.34,143,0,2023-07-18 22:06:09 UTC,ZA,Sandton
clear sky,282.53,282.53,279.55,286.86,1025,52,10000.0,0.0,0,0,2023-07-18 22:22:32 UTC,ZA,Pretoria
clear sky,282.38,282.38,279.09,284.35,1025,51,10000.0,0.89,248,0,2023-07-18 22:19:42 UTC,ZA,Johannesburg
clear sky,284.56,282.75,281.25,286.51,1024,38,10000.0,1.5,266,0,2023-07-18 22:24:43 UTC,ZA,Centurion
clear sky,284.46,282.98,280.44,285.7,1024,51,10000.0,1.52,284,0,2023-07-18 22:24:44 UTC,ZA,Midrand
clear sky,284.32,282.77,280.87,286.12,1032,49,10000.0,0.89,137,0,2023-07-18 22:16:29 UTC,ZA,Sandton
clear sky,282.49,282.49,279.55,286.3,1025,52,10000.0,0.0,0,0,2023-07-18 22:34:46 UTC,ZA,Pretoria
clear sky,282.35,282.35,279.09,284.35,1025,51,10000.0,0.89,270,0,2023-07-18 22:30:32 UTC,ZA,Johannesburg
clear sky,284.56,282.77,281.25,286.51,1024,39,10000.0,1.38,261,0,2023-07-18 22:34:48 UTC,ZA,Centurion
clear sky,284.46,282.98,280.44,285.7,1024,51,10000.0,1.49,278,0,2023-07-18 22:34:49 UTC,ZA,Midrand
