aqi,no,no2,o3,so2,pm2_5,pm10,nh3,date,lat,lon,city
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 16:31:46 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,2.74,56.21,82.25,67.71,79.8,115.26,10.13,2023-07-19 16:31:47 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.48,7.88,70.1,18.6,30.97,39.94,3.26,2023-07-19 16:41:48 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,6.09,71.29,53.64,119.21,118.25,157.81,19.51,2023-07-19 16:41:49 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 16:41:50 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 16:41:50 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,2.74,56.21,82.25,67.71,79.8,115.26,10.13,2023-07-19 16:41:51 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.48,7.88,70.1,18.6,30.97,39.94,3.26,2023-07-19 16:51:52 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,6.09,71.29,53.64,119.21,118.25,157.81,19.51,2023-07-19 16:51:53 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 16:51:54 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 16:51:55 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,2.74,56.21,82.25,67.71,79.8,115.26,10.13,2023-07-19 16:51:56 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.48,7.88,70.1,18.6,30.97,39.94,3.26,2023-07-19 17:08:39 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,6.09,71.29,53.64,119.21,118.25,157.81,19.51,2023-07-19 17:08:40 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 17:08:41 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 17:08:42 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,2.74,56.21,82.25,67.71,79.8,115.26,10.13,2023-07-19 17:08:43 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.48,7.88,70.1,18.6,30.97,39.94,3.26,2023-07-19 17:18:44 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,6.09,71.29,53.64,119.21,118.25,157.81,19.51,2023-07-19 17:18:44 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 17:18:45 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 17:18:46 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,2.74,56.21,82.25,67.71,79.8,115.26,10.13,2023-07-19 17:18:47 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.48,7.88,70.1,18.6,30.97,39.94,3.26,2023-07-19 17:28:48 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,6.09,71.29,53.64,119.21,118.25,157.81,19.51,2023-07-19 17:28:49 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 17:28:50 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.75,13.54,70.1,15.5,28.57,43.4,3.71,2023-07-19 17:28:51 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,2.74,56.21,82.25,67.71,79.8,115.26,10.13,2023-07-19 17:28:52 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.03,14.05,53.64,25.27,39.81,50.85,4.56,2023-07-19 17:38:53 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.29,93.22,4.69,144.96,141.1,191.72,24.32,2023-07-19 17:38:54 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 17:38:55 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 17:38:55 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.48,104.19,31.83,96.32,117.56,165.97,15.07,2023-07-19 17:38:56 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.03,14.05,53.64,25.27,39.81,50.85,4.56,2023-07-19 17:48:57 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.29,93.22,4.69,144.96,141.1,191.72,24.32,2023-07-19 17:48:58 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 17:48:59 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 17:49:00 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.48,104.19,31.83,96.32,117.56,165.97,15.07,2023-07-19 17:49:01 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.03,14.05,53.64,25.27,39.81,50.85,4.56,2023-07-19 17:48:57 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.29,93.22,4.69,144.96,141.1,191.72,24.32,2023-07-19 17:48:58 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 17:48:59 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 17:49:00 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.48,104.19,31.83,96.32,117.56,165.97,15.07,2023-07-19 17:49:01 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.03,14.05,53.64,25.27,39.81,50.85,4.56,2023-07-19 18:00:17 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.29,93.22,4.69,144.96,141.1,191.72,24.32,2023-07-19 18:02:01 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 18:02:02 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 18:02:03 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.48,104.19,31.83,96.32,117.56,165.97,15.07,2023-07-19 18:02:04 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.03,14.05,53.64,25.27,39.81,50.85,4.56,2023-07-19 18:12:05 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.29,93.22,4.69,144.96,141.1,191.72,24.32,2023-07-19 18:12:06 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 18:12:07 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 18:12:08 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.48,104.19,31.83,96.32,117.56,165.97,15.07,2023-07-19 18:12:09 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
3,0.03,14.05,53.64,25.27,39.81,50.85,4.56,2023-07-19 18:22:10 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.29,93.22,4.69,144.96,141.1,191.72,24.32,2023-07-19 18:22:11 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 18:22:13 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.05,20.56,47.92,18.36,31.66,49.72,4.69,2023-07-19 18:22:14 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.48,104.19,31.83,96.32,117.56,165.97,15.07,2023-07-19 18:22:15 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.01,20.91,37.19,33.85,53.39,68.13,6.46,2023-07-19 18:32:16 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,36.66,76.08,0.0,167.85,184.08,246.75,30.91,2023-07-19 18:32:16 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 18:32:17 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 18:32:18 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,9.95,137.09,1.74,137.33,181.99,247.07,21.53,2023-07-19 18:32:20 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.01,20.91,37.19,33.85,53.39,68.13,6.46,2023-07-19 18:42:21 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,36.66,76.08,0.0,167.85,184.08,246.75,30.91,2023-07-19 18:42:21 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 18:42:22 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 18:42:24 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,9.95,137.09,1.74,137.33,181.99,247.07,21.53,2023-07-19 18:42:25 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.01,20.91,37.19,33.85,53.39,68.13,6.46,2023-07-19 18:52:26 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,36.66,76.08,0.0,167.85,184.08,246.75,30.91,2023-07-19 18:52:27 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 18:52:28 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 18:52:29 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,9.95,137.09,1.74,137.33,181.99,247.07,21.53,2023-07-19 18:52:30 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.01,20.91,37.19,33.85,53.39,68.13,6.46,2023-07-19 19:02:31 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,36.66,76.08,0.0,167.85,184.08,246.75,30.91,2023-07-19 19:02:31 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 19:02:32 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 19:02:33 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,9.95,137.09,1.74,137.33,181.99,247.07,21.53,2023-07-19 19:02:34 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.01,20.91,37.19,33.85,53.39,68.13,6.46,2023-07-19 19:12:35 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,36.66,76.08,0.0,167.85,184.08,246.75,30.91,2023-07-19 19:12:36 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 19:12:37 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 19:12:38 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,9.95,137.09,1.74,137.33,181.99,247.07,21.53,2023-07-19 19:12:39 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.01,20.91,37.19,33.85,53.39,68.13,6.46,2023-07-19 19:22:40 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,36.66,76.08,0.0,167.85,184.08,246.75,30.91,2023-07-19 19:22:41 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 19:22:42 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
3,0.02,28.79,30.4,24.8,40.33,65.11,5.89,2023-07-19 19:22:43 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,9.95,137.09,1.74,137.33,181.99,247.07,21.53,2023-07-19 19:22:43 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.05,24.33,25.39,37.67,64.87,82.87,7.85,2023-07-19 19:32:44 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,50.96,66.49,0.0,177.38,236.41,309.32,36.48,2023-07-19 19:32:45 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.24,47.98,14.66,38.15,61.47,96.74,7.79,2023-07-19 19:32:46 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.24,47.98,14.66,38.15,61.47,96.74,7.79,2023-07-19 19:32:47 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,33.98,132.98,0.0,167.85,259.83,339.69,27.36,2023-07-19 19:32:48 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.05,24.33,25.39,37.67,64.87,82.87,7.85,2023-07-19 19:42:49 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,50.96,66.49,0.0,177.38,236.41,309.32,36.48,2023-07-19 19:42:50 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.24,47.98,14.66,38.15,61.47,96.74,7.79,2023-07-19 19:42:51 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.24,47.98,14.66,38.15,61.47,96.74,7.79,2023-07-19 19:42:51 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,33.98,132.98,0.0,167.85,259.83,339.69,27.36,2023-07-19 19:42:52 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
4,0.05,24.33,25.39,37.67,64.87,82.87,7.85,2023-07-19 19:52:53 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,50.96,66.49,0.0,177.38,236.41,309.32,36.48,2023-07-19 19:52:54 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.24,47.98,14.66,38.15,61.47,96.74,7.79,2023-07-19 19:52:55 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.24,47.98,14.66,38.15,61.47,96.74,7.79,2023-07-19 19:52:56 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,33.98,132.98,0.0,167.85,259.83,339.69,27.36,2023-07-19 19:52:57 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.29,28.1,15.02,40.05,75.31,97.47,9.12,2023-07-19 20:30:16 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,53.64,61.01,0.0,160.22,259.67,337.47,36.99,2023-07-19 20:31:16 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 20:31:51 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 20:31:52 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,58.12,119.27,0.0,181.2,334.23,422.53,31.41,2023-07-19 20:31:53 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
