aqi,no,no2,o3,so2,pm2_5,pm10,nh3,date,lat,lon,city
5,0.29,28.1,15.02,40.05,75.31,97.47,9.12,2023-07-19 20:41:54 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,53.64,61.01,0.0,160.22,259.67,337.47,36.99,2023-07-19 20:41:55 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 20:41:56 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 20:41:58 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,58.12,119.27,0.0,181.2,334.23,422.53,31.41,2023-07-19 20:41:59 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.29,28.1,15.02,40.05,75.31,97.47,9.12,2023-07-19 20:52:01 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,53.64,61.01,0.0,160.22,259.67,337.47,36.99,2023-07-19 20:52:03 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 20:52:07 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 20:52:08 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,58.12,119.27,0.0,181.2,334.23,422.53,31.41,2023-07-19 20:52:13 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.29,28.1,15.02,40.05,75.31,97.47,9.12,2023-07-19 21:02:15 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,53.64,61.01,0.0,160.22,259.67,337.47,36.99,2023-07-19 21:02:17 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 21:02:22 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 21:02:24 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,58.12,119.27,0.0,181.2,334.23,422.53,31.41,2023-07-19 21:02:27 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.29,28.1,15.02,40.05,75.31,97.47,9.12,2023-07-19 21:12:28 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,53.64,61.01,0.0,160.22,259.67,337.47,36.99,2023-07-19 21:12:29 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 21:12:30 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 21:12:32 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,58.12,119.27,0.0,181.2,334.23,422.53,31.41,2023-07-19 21:12:33 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.29,28.1,15.02,40.05,75.31,97.47,9.12,2023-07-19 21:22:34 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,53.64,61.01,0.0,160.22,259.67,337.47,36.99,2023-07-19 21:22:35 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 21:22:36 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,7.6,79.51,1.43,62.94,118.68,171.93,10.89,2023-07-19 21:22:37 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,58.12,119.27,0.0,181.2,334.23,422.53,31.41,2023-07-19 21:22:38 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,2.99,40.78,3.58,46.25,98.04,129.42,10.77,2023-07-19 21:32:40 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,47.39,56.89,0.0,133.51,242.1,317.64,32.93,2023-07-19 21:32:41 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 21:32:43 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 21:32:45 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,66.16,101.45,0.0,167.85,359.22,447.84,32.17,2023-07-19 21:32:47 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,2.99,40.78,3.58,46.25,98.04,129.42,10.77,2023-07-19 21:42:48 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,47.39,56.89,0.0,133.51,242.1,317.64,32.93,2023-07-19 21:42:49 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 21:42:50 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 21:42:50 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,66.16,101.45,0.0,167.85,359.22,447.84,32.17,2023-07-19 21:42:51 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,2.99,40.78,3.58,46.25,98.04,129.42,10.77,2023-07-19 21:52:52 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,47.39,56.89,0.0,133.51,242.1,317.64,32.93,2023-07-19 21:52:53 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 21:52:54 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 21:52:55 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,66.16,101.45,0.0,167.85,359.22,447.84,32.17,2023-07-19 21:52:56 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,2.99,40.78,3.58,46.25,98.04,129.42,10.77,2023-07-19 22:02:57 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,47.39,56.89,0.0,133.51,242.1,317.64,32.93,2023-07-19 22:02:58 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 22:02:59 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,29.5,101.45,0.0,84.88,212.83,286.51,14.19,2023-07-19 22:02:59 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,66.16,101.45,0.0,167.85,359.22,447.84,32.17,2023-07-19 22:03:00 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
